P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
2,2,3,2,3,8.09065,5.21,1.68,1.11,1.86,1.76,0.33354,0.69099,0.81646,200.16193,215.03233,214.93001,257.51316,240.40465,284.2269,5.8,-16.79247,3.18,67.27,0.2039,0.32,0.19,89.79387,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-25.62578,0.8847,3,2,0.086,0.225,0.25883,-0.15,0.76,0.48,0.71469,0,1
2,4,3,2,3,4.65865,1.27,1.12,0.9,1.01,1.06,0.63626,0.65295,0.74928,172.61206,223.24936,215.92145,208.11992,227.63374,292.54479,1.1,-17.90808,2.13,11.19,0.0485,0.35,0.05,89.78724,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.31196,1.654,1,3,0.032,0.086,-0.24397,-0.17,-0.39,0.64,0.7887,0,1
2,4,3,2,3,6.58825,2.7,1.4,0.99,1.39,1.39,0.34993,0.44232,0.58001,205.1062,206.63111,210.79547,253.09024,242.0486,249.07725,2.7,-17.72234,2.65,62.24,0.213,0.02,0.21,89.78705,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.32467,0.8714,6,2,0.096,0.251,0.06719,-0.16,0.23,0.63,0.65592,0,1
2,2,3,2,3,4.31882,7.26,1.83,1.19,2.17,1.99,0.55124,0.43316,0.85541,190.60924,194.72436,203.23199,253.69302,270.53269,278.31203,8.6,-16.29796,3.48,25.64,0.1254,0.09,0.12,89.96186,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-26.2829,0.9881,3,2,0.083,0.212,-0.14175,-0.14,0.81,0.53,0.8415,0,1
2,2,3,1,3,3.83358,8.57,1.91,1.23,2.35,2.12,0.27273,0.46682,1.09893,202.74127,230.53178,250.91856,243.85411,272.21661,308.51818,10.6,-17.42701,3.63,48.14,0.1939,0.16,0.19,89.72098,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-25.51313,1.1499,3,2,0.122,0.316,-0.05177,-0.14,1.0,0.49,0.77618,0,1
2,2,3,2,3,1.67961,6.14,1.75,1.15,2.01,1.87,0.63309,0.37899,0.6598,183.85984,188.26182,232.79929,232.10395,227.7834,253.45332,7.0,-16.75291,3.33,63.34,0.283,0.12,0.28,89.81639,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.35757,0.8155,5,3,0.134,0.347,0.19484,-0.14,0.86,0.51,0.83919,0,1
2,4,2,2,3,2.26907,0.68,1.04,0.6,0.62,0.81,0.6325,0.40884,0.61425,178.16636,196.76339,211.44665,227.71813,227.0349,306.26665,0.4,-17.45223,1.99,9.21,0.0371,0.06,0.04,89.99327,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.11868,1.684,7,1,0.019,0.051,0.50913,0.25,-0.63,0.59,0.77724,0,1
2,4,3,2,3,6.68433,2.73,1.4,0.99,1.39,1.4,0.57996,0.32214,0.87052,207.73469,216.49024,199.19058,231.09603,263.14602,236.65426,2.7,-16.72893,2.66,86.83,0.3124,0.0,0.31,89.89106,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-25.92438,0.8699,1,3,0.178,0.456,0.59047,-0.16,0.12,0.83,0.60199,0,1
2,4,2,2,3,4.92418,0.68,1.04,0.6,0.62,0.81,0.31778,0.65237,1.22112,183.8074,208.06911,228.03658,248.25896,253.75545,240.24277,0.4,-17.98251,1.99,9.21,0.0371,0.06,0.04,89.82084,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.66274,1.684,7,3,0.019,0.051,0.12206,0.25,-0.63,0.59,0.85284,0,1
2,4,3,2,3,6.71722,4.8,1.64,1.09,1.79,1.71,0.63072,0.36516,0.61275,220.21867,181.67175,224.66475,225.03016,227.60757,272.69153,5.2,-16.77253,3.11,48.62,0.168,0.21,0.16,89.82613,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.46592,0.9409,2,4,0.089,0.232,-0.04715,-0.15,0.57,0.63,0.71029,0,1
2,4,3,2,3,4.32618,2.7,1.4,0.99,1.39,1.39,0.61226,0.34815,0.72021,163.86433,194.17824,260.3902,253.33285,255.46378,253.69952,2.7,-17.3495,2.65,39.03,0.156,0.03,0.16,89.89668,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.51075,1.19,6,2,0.096,0.251,0.5152,-0.16,0.08,0.78,0.56386,0,1
2,4,3,2,3,8.61106,4.8,1.64,1.09,1.79,1.71,0.63694,0.32935,1.00662,202.47623,201.74912,262.13756,209.76548,268.90049,257.23942,5.2,-17.41734,3.11,48.62,0.168,0.21,0.16,89.83716,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.15647,0.9409,2,3,0.089,0.232,0.04278,-0.15,0.57,0.63,0.61749,0,1
2,2,3,1,3,4.89577,14.78,2.18,1.42,3.1,2.6,0.57552,0.29073,0.84084,175.04568,212.23496,191.80464,225.33966,267.59359,300.50024,21.0,-17.23523,4.15,247.35,0.677,0.0,0.68,89.84539,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-26.37448,0.488,3,4,0.348,0.846,0.07684,-0.13,1.77,0.36,0.69037,0,1
2,4,3,2,3,2.82066,0.62,0.92,0.8,0.74,0.82,0.42018,0.55842,0.8012,198.59547,230.12807,245.79093,220.96376,268.46264,288.65341,0.5,-17.1317,1.74,6.1,0.0282,0.09,0.03,89.8923,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.75481,2.2216,7,2,0.019,0.051,0.34755,-0.12,-0.68,0.55,0.72606,0,1
2,2,3,2,3,1.8516,7.09,1.82,1.18,2.15,1.98,0.62513,0.30908,0.60715,191.73344,188.20569,231.02265,202.31222,235.91739,281.3831,8.4,-17.81021,3.45,197.8,0.6,0.29,0.57,89.86348,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.78336,0.6042,6,4,0.379,0.917,-0.15565,-0.14,0.77,0.56,0.82811,1,1
2,2,3,2,3,8.4633,7.26,1.83,1.19,2.17,1.99,0.42197,0.45453,0.71696,204.4418,226.77115,250.12821,248.14238,244.74808,307.94462,8.6,-17.01454,3.48,25.64,0.1254,0.09,0.12,89.91409,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-25.57673,0.9881,3,2,0.083,0.212,-0.05356,-0.14,0.81,0.53,0.68415,0,1
2,4,3,2,3,6.53449,2.7,1.4,0.99,1.39,1.39,0.63417,0.38262,1.07048,191.45019,228.44026,202.42058,209.642,251.2093,262.82404,2.7,-17.65787,2.65,62.24,0.213,0.02,0.21,89.95611,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.6586,0.8714,6,4,0.096,0.251,0.20045,-0.16,0.23,0.63,0.86779,0,1
2,2,3,2,3,3.96689,6.14,1.75,1.15,2.01,1.87,0.31216,0.54891,0.96437,181.86781,191.10604,234.19673,239.46973,241.27932,242.17424,7.0,-17.8661,3.33,63.34,0.283,0.12,0.28,89.77562,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-25.64002,0.8155,5,1,0.134,0.347,-0.29981,-0.14,0.86,0.51,0.83277,0,1
2,2,3,1,3,5.76143,8.7,1.92,1.24,2.37,2.13,0.52989,0.60859,0.84823,173.65366,221.7287,267.43401,260.2258,240.73617,281.43,10.8,-16.70345,3.64,57.32,0.176,0.1,0.18,89.93384,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-25.7668,1.1831,2,2,0.087,0.232,-0.25378,-0.14,1.19,0.45,0.75825,0,1
2,4,3,2,3,6.6928,2.81,1.41,1.0,1.41,1.41,0.37112,0.58974,0.54816,216.16415,216.09171,262.77907,231.22171,270.40495,230.72918,2.8,-16.96832,2.68,267.29,0.718,0.0,0.72,89.93289,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.08793,0.4676,5,2,0.353,0.857,-0.05672,-0.16,0.19,0.66,0.7629,0,1
2,4,3,2,3,7.09104,2.81,1.41,1.0,1.41,1.41,0.26591,0.68251,1.35594,195.95407,208.1236,215.08015,231.81374,267.12934,311.47073,2.8,-17.95361,2.68,267.29,0.718,0.0,0.72,89.71787,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.29524,0.4676,5,2,0.353,0.857,-0.2591,-0.16,0.19,0.66,0.85365,0,1
2,4,3,2,3,3.59607,2.7,1.4,0.99,1.39,1.39,0.4546,0.612,1.08436,191.46776,209.01328,233.2957,229.02301,234.97719,273.01304,2.7,-16.98859,2.65,62.24,0.213,0.02,0.21,89.94621,28.6,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.48671,0.8714,6,1,0.096,0.251,-0.01788,-0.16,0.23,0.63,0.6828,0,1
2,4,3,2,3,1.6652,0.62,0.92,0.8,0.74,0.82,0.36895,0.35415,1.17181,173.10978,186.7797,242.30947,215.54097,224.77217,229.83362,0.5,-17.40738,1.74,6.1,0.0282,0.09,0.03,89.95399,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.01791,2.2216,7,1,0.019,0.051,0.59546,-0.12,-0.68,0.55,0.69252,0,1
2,4,3,2,3,1.72612,2.73,1.4,0.99,1.39,1.4,0.32808,0.68313,1.19763,200.1055,227.29598,211.33351,225.04868,257.96536,309.48292,2.7,-17.44832,2.66,86.83,0.3124,0.0,0.31,89.76479,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-25.75001,0.8699,1,2,0.178,0.456,0.29149,-0.16,0.12,0.83,0.8345,0,1
2,2,3,2,3,8.15267,7.09,1.82,1.18,2.15,1.98,0.19406,0.56547,1.05768,167.07595,183.95469,274.77799,255.71334,272.53541,297.97382,8.4,-17.53762,3.45,197.8,0.6,0.29,0.57,89.84115,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-26.31222,0.6042,6,1,0.379,0.917,0.35609,-0.14,0.77,0.56,0.74472,1,1
2,4,3,2,3,3.83411,2.7,1.4,0.99,1.39,1.39,0.52429,0.61862,1.30945,180.04161,222.93122,270.04714,209.38714,269.71234,231.07774,2.7,-18.09981,2.65,39.03,0.156,0.03,0.16,89.78945,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.18881,1.19,6,1,0.096,0.251,-0.2112,-0.16,0.08,0.78,0.7948,0,1
2,2,3,2,3,3.6202,5.21,1.68,1.11,1.86,1.76,0.50896,0.4604,1.0832,204.35575,182.35622,202.5845,245.74154,262.43379,290.96419,5.8,-16.32768,3.18,67.27,0.2039,0.32,0.19,89.81461,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-25.93752,0.8847,3,1,0.086,0.225,0.41532,-0.15,0.76,0.48,0.70506,0,1
2,4,3,2,3,4.36305,4.8,1.64,1.09,1.79,1.71,0.20192,0.29759,0.39009,225.2826,201.18626,196.99135,249.22435,233.23812,247.24258,5.2,-16.87139,3.11,48.62,0.168,0.21,0.16,89.80356,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.73429,0.9409,2,3,0.089,0.232,-0.05091,-0.15,0.57,0.63,0.57902,0,1
2,2,3,1,3,7.46185,14.78,2.18,1.42,3.1,2.6,0.41273,0.5973,0.90739,209.01969,217.36444,209.45805,217.0537,267.61,274.27498,21.0,-17.24511,4.15,247.35,0.677,0.0,0.68,89.98575,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-26.31256,0.488,3,3,0.348,0.846,0.24681,-0.13,1.77,0.36,0.65252,0,1
2,4,3,2,3,6.84264,2.7,1.4,0.99,1.39,1.39,0.57292,0.46492,0.49163,222.36322,216.69212,235.09844,225.37898,263.37638,298.59798,2.7,-17.26005,2.65,39.03,0.156,0.03,0.16,89.7501,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.93858,1.19,6,2,0.096,0.251,0.18079,-0.16,0.08,0.78,0.56291,0,1
2,2,3,2,3,6.60039,7.26,1.83,1.19,2.17,1.99,0.40857,0.2998,0.80403,206.67971,226.00686,249.06679,227.57238,245.48832,256.4534,8.6,-17.05369,3.48,25.64,0.1254,0.09,0.12,89.94588,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-26.22189,0.9881,3,3,0.083,0.212,-0.14418,-0.14,0.81,0.53,0.58824,0,1
2,4,3,2,3,5.57144,2.81,1.41,1.0,1.41,1.41,0.26515,0.30027,0.56176,200.61259,213.96924,261.02009,257.93874,261.23352,287.97986,2.8,-16.43205,2.68,267.29,0.718,0.0,0.72,89.75173,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.47115,0.4676,5,3,0.353,0.857,-0.17298,-0.16,0.19,0.66,0.57913,0,1
2,2,3,2,3,7.86583,7.09,1.82,1.18,2.15,1.98,0.5599,0.49788,0.79611,197.99537,230.48817,210.98863,232.64006,245.29309,299.05615,8.4,-16.31059,3.45,197.8,0.6,0.29,0.57,89.861,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.74482,0.6042,6,2,0.379,0.917,0.66399,-0.14,0.77,0.56,0.73773,1,1
2,4,3,2,3,7.11811,1.27,1.12,0.9,1.01,1.06,0.19659,0.2841,1.25257,197.81938,207.70233,234.63064,260.64361,228.10886,313.89232,1.1,-17.54034,2.13,11.19,0.0485,0.35,0.05,89.9999,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.63583,1.654,1,3,0.032,0.086,-0.22047,-0.17,-0.39,0.64,0.64168,0,1
2,4,3,2,3,4.90499,0.62,0.92,0.8,0.74,0.82,0.44668,0.60733,1.12588,207.39997,199.60973,197.9824,237.3484,239.75027,230.3491,0.5,-16.6919,1.74,6.1,0.0282,0.09,0.03,89.97444,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.64569,2.2216,7,2,0.019,0.051,0.447,-0.12,-0.68,0.55,0.56283,0,1
2,2,3,1,3,4.73457,14.78,2.18,1.42,3.1,2.6,0.35589,0.67997,1.0089,227.29847,218.94606,220.14129,229.24013,258.07294,316.33259,21.0,-16.73756,4.15,247.35,0.677,0.0,0.68,89.98965,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.96832,0.488,3,3,0.348,0.846,0.04196,-0.13,1.77,0.36,0.82648,0,1
2,2,3,1,3,5.82716,14.78,2.18,1.42,3.1,2.6,0.15702,0.29073,1.22111,205.70419,212.98681,203.66023,239.62981,236.71296,274.56271,21.0,-17.59086,4.15,247.35,0.677,0.0,0.68,89.9174,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.67681,0.488,3,3,0.348,0.846,0.35156,-0.13,1.77,0.36,0.61921,0,1
2,4,3,2,3,4.25046,2.81,1.41,1.0,1.41,1.41,0.59271,0.41901,1.00559,219.08109,232.78522,203.9015,219.99609,225.46107,244.60172,2.8,-16.24786,2.68,267.29,0.718,0.0,0.72,89.9168,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.39075,0.4676,5,3,0.353,0.857,0.08938,-0.16,0.19,0.66,0.70307,0,1
2,4,3,2,3,1.55519,2.7,1.4,0.99,1.39,1.39,0.42499,0.28754,1.03587,197.51254,189.23302,275.80566,217.20816,243.53832,244.5756,2.7,-16.78628,2.65,39.03,0.156,0.03,0.16,89.87684,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.17098,1.19,6,4,0.096,0.251,0.12812,-0.16,0.08,0.78,0.65812,0,1
2,4,2,2,3,2.52711,0.68,1.04,0.6,0.62,0.81,0.18422,0.28745,0.81048,177.18813,195.78352,219.04467,239.32176,225.13707,244.53255,0.4,-17.22711,1.99,9.21,0.0371,0.06,0.04,89.95961,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.6085,1.684,7,2,0.019,0.051,-0.28456,0.25,-0.63,0.59,0.61914,0,1
2,4,3,2,3,4.42884,4.8,1.64,1.09,1.79,1.71,0.46657,0.37903,0.86351,177.89405,220.62286,195.92986,230.63733,232.94664,293.05094,5.2,-16.87629,3.11,48.62,0.168,0.21,0.16,89.84513,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.74347,0.9409,2,3,0.089,0.232,0.11718,-0.15,0.57,0.63,0.77222,0,1
2,2,3,2,3,6.34999,6.14,1.75,1.15,2.01,1.87,0.52583,0.47658,1.27818,224.30881,194.13404,252.40652,263.28936,244.00041,287.3638,7.0,-17.31578,3.33,63.34,0.283,0.12,0.28,89.72769,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-25.53602,0.8155,5,3,0.134,0.347,0.26635,-0.14,0.86,0.51,0.76913,0,1
2,4,3,2,3,7.51037,2.81,1.41,1.0,1.41,1.41,0.18965,0.38296,0.67626,168.3488,205.765,195.73844,236.81288,256.71611,303.68129,2.8,-17.11446,2.68,267.29,0.718,0.0,0.72,89.95096,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.22688,0.4676,5,2,0.353,0.857,-0.16839,-0.16,0.19,0.66,0.83209,0,1
2,2,3,2,3,1.36576,7.09,1.82,1.18,2.15,1.98,0.34707,0.62962,0.37166,222.45304,230.23272,201.46939,223.90933,268.41043,316.846,8.4,-16.65666,3.45,197.8,0.6,0.29,0.57,89.98018,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.90642,0.6042,6,3,0.379,0.917,0.64842,-0.14,0.77,0.56,0.85122,1,1
2,2,3,2,3,5.60529,7.09,1.82,1.18,2.15,1.98,0.6392,0.6031,0.35105,208.14115,217.9205,280.15933,230.37767,262.14448,312.27166,8.4,-17.02309,3.45,197.8,0.6,0.29,0.57,89.78325,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.97345,0.6042,6,2,0.379,0.917,-0.37896,-0.14,0.77,0.56,0.85824,1,1
2,4,2,2,3,1.67906,0.68,1.04,0.6,0.62,0.81,0.5803,0.54881,0.47846,169.0814,221.50913,228.61863,217.46642,256.75025,235.80951,0.4,-17.90692,1.99,9.21,0.0371,0.06,0.04,89.92034,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.72935,1.684,7,3,0.019,0.051,-0.30304,0.25,-0.63,0.59,0.56397,0,1
2,4,3,2,3,5.72486,2.81,1.41,1.0,1.41,1.41,0.34566,0.51078,0.40218,196.93583,232.00108,220.00526,264.16303,259.48411,310.47073,2.8,-17.14601,2.68,267.29,0.718,0.0,0.72,89.90318,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.78523,0.4676,5,1,0.353,0.857,0.17476,-0.16,0.19,0.66,0.61494,0,1
2,4,3,2,3,6.02102,0.62,0.92,0.8,0.74,0.82,0.30793,0.61905,0.39936,198.52974,186.1975,247.25532,240.47727,258.38475,235.427,0.5,-17.63652,1.74,6.1,0.0282,0.09,0.03,89.88097,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.54915,2.2216,7,4,0.019,0.051,0.08943,-0.12,-0.68,0.55,0.70574,0,1
2,2,3,2,3,1.60718,7.09,1.82,1.18,2.15,1.98,0.47283,0.28896,0.60582,226.92585,226.52038,207.13261,243.48807,259.70438,231.27265,8.4,-17.79452,3.45,197.8,0.6,0.29,0.57,89.86829,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.57448,0.6042,6,1,0.379,0.917,0.52321,-0.14,0.77,0.56,0.61328,1,1
2,2,3,2,3,6.75508,6.14,1.75,1.15,2.01,1.87,0.4277,0.29058,0.88126,214.46015,185.81138,270.98413,218.57711,239.78168,302.83444,7.0,-16.26883,3.33,63.34,0.283,0.12,0.28,89.72845,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.18251,0.8155,5,1,0.134,0.347,-0.15209,-0.14,0.86,0.51,0.7312,0,1
2,2,3,1,3,2.19616,8.7,1.92,1.24,2.37,2.13,0.348,0.48181,0.72605,195.06147,229.90415,231.18351,255.5272,263.77663,255.2715,10.8,-16.43437,3.64,57.32,0.176,0.1,0.18,89.74021,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-25.5278,1.1831,2,2,0.087,0.232,-0.025,-0.14,1.19,0.45,0.60204,0,1
2,4,3,2,3,1.49421,1.27,1.12,0.9,1.01,1.06,0.37116,0.49981,0.78857,201.88689,204.86992,220.77342,213.98015,243.932,262.2558,1.1,-17.53125,2.13,11.19,0.0485,0.35,0.05,89.98162,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.89543,1.654,1,2,0.032,0.086,0.1779,-0.17,-0.39,0.64,0.78695,0,1
2,4,2,2,3,6.47518,0.68,1.04,0.6,0.62,0.81,0.44644,0.62634,1.30789,167.07966,197.99419,276.24199,226.74432,242.06531,256.55297,0.4,-16.47073,1.99,9.21,0.0371,0.06,0.04,89.82754,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.13945,1.684,7,2,0.019,0.051,-0.18477,0.25,-0.63,0.59,0.69366,0,1
2,4,3,2,3,6.79286,2.34,1.34,0.97,1.3,1.32,0.54349,0.54352,1.14137,212.17414,186.69403,237.66711,243.65272,241.44182,292.55554,2.3,-17.5464,2.55,112.31,0.409,0.04,0.41,89.86676,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.08376,0.7685,1,1,0.274,0.681,-0.41595,-0.16,-0.06,0.73,0.56363,0,1
2,4,3,2,3,7.87513,2.7,1.4,0.99,1.39,1.39,0.63349,0.3065,1.10118,225.80168,222.05778,236.53298,207.91017,252.33694,247.4565,2.7,-17.71629,2.65,39.03,0.156,0.03,0.16,89.92385,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.68122,1.19,6,3,0.096,0.251,-0.12817,-0.16,0.08,0.78,0.84118,0,1
2,2,3,1,3,3.08365,8.7,1.92,1.24,2.37,2.13,0.16743,0.52691,0.43294,172.67042,219.30338,211.56702,200.75825,266.62524,279.45812,10.8,-17.12749,3.64,57.32,0.176,0.1,0.18,89.99644,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-25.7745,1.1831,2,2,0.087,0.232,0.17101,-0.14,1.19,0.45,0.56048,0,1
2,4,3,2,3,7.07181,2.7,1.4,0.99,1.39,1.39,0.45104,0.57331,1.07947,191.30163,216.94656,270.59178,263.79621,235.51868,247.97405,2.7,-16.99384,2.65,39.03,0.156,0.03,0.16,89.96839,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.32215,1.19,6,1,0.096,0.251,0.05026,-0.16,0.08,0.78,0.61363,0,1
2,2,3,1,3,6.14735,8.57,1.91,1.23,2.35,2.12,0.28496,0.57459,0.36648,204.12129,216.54073,267.19085,227.09108,227.72587,271.81025,10.6,-16.67316,3.63,48.14,0.1939,0.16,0.19,89.82497,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-25.41891,1.1499,3,4,0.122,0.316,0.06569,-0.14,1.0,0.49,0.64237,0,1
2,2,3,2,3,2.58884,7.26,1.83,1.19,2.17,1.99,0.3431,0.60543,1.03264,219.1731,224.54049,192.58793,208.7976,239.69895,263.8607,8.6,-16.69616,3.48,25.64,0.1254,0.09,0.12,89.95792,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-25.57159,0.9881,3,1,0.083,0.212,-0.30077,-0.14,0.81,0.53,0.69215,0,1
2,2,3,2,3,3.33128,6.14,1.75,1.15,2.01,1.87,0.22961,0.57103,1.38451,161.68107,187.4758,192.65631,241.35195,228.90397,272.10118,7.0,-17.90819,3.33,63.34,0.283,0.12,0.28,89.81702,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-25.75941,0.8155,5,2,0.134,0.347,-0.24339,-0.14,0.86,0.51,0.79829,0,1
2,2,3,2,3,6.22538,5.21,1.68,1.11,1.86,1.76,0.36983,0.50237,0.39967,211.96842,224.09444,205.40741,210.38166,256.58105,279.04023,5.8,-16.56486,3.18,67.27,0.2039,0.32,0.19,89.9085,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-25.76743,0.8847,3,3,0.086,0.225,-0.25708,-0.15,0.76,0.48,0.75211,0,1
2,2,3,2,3,3.46477,7.26,1.83,1.19,2.17,1.99,0.2427,0.46045,0.68455,223.00852,228.47708,221.23407,242.34143,234.19125,291.08091,8.6,-17.19073,3.48,25.64,0.1254,0.09,0.12,89.7673,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-26.06797,0.9881,3,2,0.083,0.212,0.07985,-0.14,0.81,0.53,0.8084,0,1
2,2,3,1,3,5.04154,8.57,1.91,1.23,2.35,2.12,0.22572,0.54347,0.33422,187.55611,223.85877,263.73675,265.63069,248.9781,229.12122,10.6,-16.53519,3.63,48.14,0.1939,0.16,0.19,89.82141,17.3,0.42,0.41,3466,0.02208,0.02,3.3225,12.0,18.2,4.4766,-25.1711,-25.61006,1.1499,3,4,0.122,0.316,0.10088,-0.14,1.0,0.49,0.64848,0,1
