P. Name,P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,306.6,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,305.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,305.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,295.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,307.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-296 e,3.0,4.0,3.0,2.0,3.0,4.55577119509704,3.32,1.48,1.03,1.52,1.5,1.005184,1.222288,1.501434,255.1,267.4,282.0,294.3,307.0,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,90.0,0.0,0.45,0.43,3572.0,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.347,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,310.6,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,318.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,304.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,307.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,315.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-438 b,3.0,4.0,3.0,2.0,3.0,4.55577119509704,1.27,1.12,0.9,1.01,1.06,1.298292,1.377937,1.46383,271.9,276.0,280.2,306.5,339.0,314.8,1.1,-17.77,2.13,35.23,0.166,0.03,0.17,89.9,0.0,0.54,0.46,3748.0,0.037953,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.1,1.4871,1.0,1.0,0.159,0.407,-0.94,-0.17,-0.49,0.48,0.88,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,316.1,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,311.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,304.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,316.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,305.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-440 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.75,1.86,1.2,2.24,2.04,0.7514458,1.43441,3.096766,237.2,272.5,338.0,280.8,314.0,381.5,9.3,-18.99,3.54,101.11,0.242,0.34,0.23,89.9,0.0,0.57,0.55,4134.0,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-27.2,1.2857,1.0,1.0,0.227,0.571,-0.89,-0.14,0.62,0.48,0.75,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,302.5,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,314.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,325.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,337.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,318.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-452 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,4.72,1.63,1.09,1.77,1.7,1.109832,1.109832,1.109833,261.5,261.5,261.5,302.5,288.0,302.5,5.1,-18.35,3.1,384.84,1.046,0.0,1.05,89.8971428571429,0.0,1.04,1.11,5757.0,1.214285,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.8,0.5655,1.0,1.0,0.828,1.952,-0.61,-0.15,0.3,0.59,0.83,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,317.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,301.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,306.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,312.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,298.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1410 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,1.344376,1.344376,1.344376,274.3,274.3,274.3,317.0,314.0,317.0,7.6,-18.76,3.38,60.87,0.2595,0.0,0.26,89.8971428571429,0.0,0.63,0.6,4092.0,0.09056,-0.238157894736842,4.07,15.8,367.0,19.3673,38.7435,-27.1,1.232,1.0,1.0,0.244,0.614,-0.91,-0.14,0.51,0.49,0.78,0.0,1.0
Kepler-1544 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,0.9021728,0.9021729,0.902173,248.3,248.3,248.3,291.0,291.0,291.0,7.6,-18.32,3.38,168.81,0.5571,0.0,0.56,89.8971428571429,0.0,0.81,0.74,4886.0,0.280006,-0.238157894736842,2.34,14.1,349.0,19.819,49.2125,-26.6,0.7079,1.0,1.0,0.417,1.012,-0.53,-0.14,0.63,0.55,0.8,0.0,1.0
Kepler-1544 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,0.9021728,0.9021729,0.902173,248.3,248.3,248.3,291.0,322.0,291.0,7.6,-18.32,3.38,168.81,0.5571,0.0,0.56,89.8971428571429,0.0,0.81,0.74,4886.0,0.280006,-0.238157894736842,2.34,14.1,349.0,19.819,49.2125,-26.6,0.7079,1.0,1.0,0.417,1.012,-0.53,-0.14,0.63,0.55,0.8,0.0,1.0
Kepler-1544 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,0.9021728,0.9021729,0.902173,248.3,248.3,248.3,291.0,302.0,291.0,7.6,-18.32,3.38,168.81,0.5571,0.0,0.56,89.8971428571429,0.0,0.81,0.74,4886.0,0.280006,-0.238157894736842,2.34,14.1,349.0,19.819,49.2125,-26.6,0.7079,1.0,1.0,0.417,1.012,-0.53,-0.14,0.63,0.55,0.8,0.0,1.0
Kepler-1544 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,0.9021728,0.9021729,0.902173,248.3,248.3,248.3,291.0,284.0,291.0,7.6,-18.32,3.38,168.81,0.5571,0.0,0.56,89.8971428571429,0.0,0.81,0.74,4886.0,0.280006,-0.238157894736842,2.34,14.1,349.0,19.819,49.2125,-26.6,0.7079,1.0,1.0,0.417,1.012,-0.53,-0.14,0.63,0.55,0.8,0.0,1.0
Kepler-1544 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,0.9021728,0.9021729,0.902173,248.3,248.3,248.3,291.0,350.0,291.0,7.6,-18.32,3.38,168.81,0.5571,0.0,0.56,89.8971428571429,0.0,0.81,0.74,4886.0,0.280006,-0.238157894736842,2.34,14.1,349.0,19.819,49.2125,-26.6,0.7079,1.0,1.0,0.417,1.012,-0.53,-0.14,0.63,0.55,0.8,0.0,1.0
Kepler-1544 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,6.56,1.78,1.16,2.07,1.92,0.9021728,0.9021729,0.902173,248.3,248.3,248.3,291.0,297.0,291.0,7.6,-18.32,3.38,168.81,0.5571,0.0,0.56,89.8971428571429,0.0,0.81,0.74,4886.0,0.280006,-0.238157894736842,2.34,14.1,349.0,19.819,49.2125,-26.6,0.7079,1.0,1.0,0.417,1.012,-0.53,-0.14,0.63,0.55,0.8,0.0,1.0
Kepler-1638 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.92,1.87,1.21,2.26,2.06,1.38738,1.38738,1.387381,276.5,276.5,276.5,320.2,320.2,320.2,9.6,-18.9,3.56,259.34,0.7877,0.0,0.79,89.8971428571429,0.0,0.97,0.95,5710.0,0.860759,-0.238157894736842,4.37,14.8,879.0,19.6988,48.5244,-27.1,0.6427,1.0,1.0,0.699,1.65,-0.81,-0.14,0.66,0.49,0.76,0.0,1.0
Kepler-1638 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.92,1.87,1.21,2.26,2.06,1.38738,1.38738,1.387381,276.5,276.5,276.5,320.2,327.0,320.2,9.6,-18.9,3.56,259.34,0.7877,0.0,0.79,89.8971428571429,0.0,0.97,0.95,5710.0,0.860759,-0.238157894736842,4.37,14.8,879.0,19.6988,48.5244,-27.1,0.6427,1.0,1.0,0.699,1.65,-0.81,-0.14,0.66,0.49,0.76,0.0,1.0
Kepler-1638 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.92,1.87,1.21,2.26,2.06,1.38738,1.38738,1.387381,276.5,276.5,276.5,320.2,286.0,320.2,9.6,-18.9,3.56,259.34,0.7877,0.0,0.79,89.8971428571429,0.0,0.97,0.95,5710.0,0.860759,-0.238157894736842,4.37,14.8,879.0,19.6988,48.5244,-27.1,0.6427,1.0,1.0,0.699,1.65,-0.81,-0.14,0.66,0.49,0.76,0.0,1.0
Kepler-1638 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.92,1.87,1.21,2.26,2.06,1.38738,1.38738,1.387381,276.5,276.5,276.5,320.2,344.0,320.2,9.6,-18.9,3.56,259.34,0.7877,0.0,0.79,89.8971428571429,0.0,0.97,0.95,5710.0,0.860759,-0.238157894736842,4.37,14.8,879.0,19.6988,48.5244,-27.1,0.6427,1.0,1.0,0.699,1.65,-0.81,-0.14,0.66,0.49,0.76,0.0,1.0
Kepler-1638 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.92,1.87,1.21,2.26,2.06,1.38738,1.38738,1.387381,276.5,276.5,276.5,320.2,321.0,320.2,9.6,-18.9,3.56,259.34,0.7877,0.0,0.79,89.8971428571429,0.0,0.97,0.95,5710.0,0.860759,-0.238157894736842,4.37,14.8,879.0,19.6988,48.5244,-27.1,0.6427,1.0,1.0,0.699,1.65,-0.81,-0.14,0.66,0.49,0.76,0.0,1.0
Kepler-1638 b,3.0,2.0,3.0,2.0,3.0,4.55577119509704,7.92,1.87,1.21,2.26,2.06,1.38738,1.38738,1.387381,276.5,276.5,276.5,320.2,298.0,320.2,9.6,-18.9,3.56,259.34,0.7877,0.0,0.79,89.8971428571429,0.0,0.97,0.95,5710.0,0.860759,-0.238157894736842,4.37,14.8,879.0,19.6988,48.5244,-27.1,0.6427,1.0,1.0,0.699,1.65,-0.81,-0.14,0.66,0.49,0.76,0.0,1.0
tau Cet e,3.0,4.0,3.0,2.0,3.0,4.29,4.29,1.59,1.07,1.7,1.64,1.369828,1.512054,1.673311,275.6,282.4,289.8,316.1,322.9,330.3,4.6,-18.64,3.02,168.12,0.552,0.05,0.55,89.8971428571429,313.5,0.78,0.79,5344.0,0.460153,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-27.2,0.7665,5.0,1.0,0.522,1.246,-0.92,-0.15,0.16,0.51,0.78,0.0,1.0
tau Cet e,3.0,4.0,3.0,2.0,3.0,4.29,4.29,1.59,1.07,1.7,1.64,1.369828,1.512054,1.673311,275.6,282.4,289.8,316.1,300.0,330.3,4.6,-18.64,3.02,168.12,0.552,0.05,0.55,89.8971428571429,313.5,0.78,0.79,5344.0,0.460153,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-27.2,0.7665,5.0,1.0,0.522,1.246,-0.92,-0.15,0.16,0.51,0.78,0.0,1.0
tau Cet e,3.0,4.0,3.0,2.0,3.0,4.29,4.29,1.59,1.07,1.7,1.64,1.369828,1.512054,1.673311,275.6,282.4,289.8,316.1,313.0,330.3,4.6,-18.64,3.02,168.12,0.552,0.05,0.55,89.8971428571429,313.5,0.78,0.79,5344.0,0.460153,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-27.2,0.7665,5.0,1.0,0.522,1.246,-0.92,-0.15,0.16,0.51,0.78,0.0,1.0
tau Cet e,3.0,4.0,3.0,2.0,3.0,4.29,4.29,1.59,1.07,1.7,1.64,1.369828,1.512054,1.673311,275.6,282.4,289.8,316.1,329.0,330.3,4.6,-18.64,3.02,168.12,0.552,0.05,0.55,89.8971428571429,313.5,0.78,0.79,5344.0,0.460153,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-27.2,0.7665,5.0,1.0,0.522,1.246,-0.92,-0.15,0.16,0.51,0.78,0.0,1.0
tau Cet e,3.0,4.0,3.0,2.0,3.0,4.29,4.29,1.59,1.07,1.7,1.64,1.369828,1.512054,1.673311,275.6,282.4,289.8,316.1,326.0,330.3,4.6,-18.64,3.02,168.12,0.552,0.05,0.55,89.8971428571429,313.5,0.78,0.79,5344.0,0.460153,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-27.2,0.7665,5.0,1.0,0.522,1.246,-0.92,-0.15,0.16,0.51,0.78,0.0,1.0
tau Cet e,3.0,4.0,3.0,2.0,3.0,4.29,4.29,1.59,1.07,1.7,1.64,1.369828,1.512054,1.673311,275.6,282.4,289.8,316.1,316.0,330.3,4.6,-18.64,3.02,168.12,0.552,0.05,0.55,89.8971428571429,313.5,0.78,0.79,5344.0,0.460153,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-27.2,0.7665,5.0,1.0,0.522,1.246,-0.92,-0.15,0.16,0.51,0.78,0.0,1.0
TRAPPIST-1 d,3.0,6.0,3.0,2.0,3.0,4.55577119509704,0.41,0.77,0.89,0.69,0.73,1.000816,1.148576,1.32473,254.8,263.5,273.3,284.5,293.2,303.0,0.4,-16.76,1.47,4.05,0.0214,0.07,0.02,89.8,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.9,2.9156,7.0,4.0,0.019,0.051,-0.85,-0.28,-0.86,0.45,0.9,0.0,1.0
TRAPPIST-1 d,3.0,6.0,3.0,2.0,3.0,4.55577119509704,0.41,0.77,0.89,0.69,0.73,1.000816,1.148576,1.32473,254.8,263.5,273.3,284.5,297.0,303.0,0.4,-16.76,1.47,4.05,0.0214,0.07,0.02,89.8,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.9,2.9156,7.0,4.0,0.019,0.051,-0.85,-0.28,-0.86,0.45,0.9,0.0,1.0
TRAPPIST-1 d,3.0,6.0,3.0,2.0,3.0,4.55577119509704,0.41,0.77,0.89,0.69,0.73,1.000816,1.148576,1.32473,254.8,263.5,273.3,284.5,325.0,303.0,0.4,-16.76,1.47,4.05,0.0214,0.07,0.02,89.8,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.9,2.9156,7.0,4.0,0.019,0.051,-0.85,-0.28,-0.86,0.45,0.9,0.0,1.0
TRAPPIST-1 d,3.0,6.0,3.0,2.0,3.0,4.55577119509704,0.41,0.77,0.89,0.69,0.73,1.000816,1.148576,1.32473,254.8,263.5,273.3,284.5,275.0,303.0,0.4,-16.76,1.47,4.05,0.0214,0.07,0.02,89.8,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.9,2.9156,7.0,4.0,0.019,0.051,-0.85,-0.28,-0.86,0.45,0.9,0.0,1.0
TRAPPIST-1 d,3.0,6.0,3.0,2.0,3.0,4.55577119509704,0.41,0.77,0.89,0.69,0.73,1.000816,1.148576,1.32473,254.8,263.5,273.3,284.5,310.0,303.0,0.4,-16.76,1.47,4.05,0.0214,0.07,0.02,89.8,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.9,2.9156,7.0,4.0,0.019,0.051,-0.85,-0.28,-0.86,0.45,0.9,0.0,1.0
TRAPPIST-1 d,3.0,6.0,3.0,2.0,3.0,4.55577119509704,0.41,0.77,0.89,0.69,0.73,1.000816,1.148576,1.32473,254.8,263.5,273.3,284.5,341.0,303.0,0.4,-16.76,1.47,4.05,0.0214,0.07,0.02,89.8,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.9,2.9156,7.0,4.0,0.019,0.051,-0.85,-0.28,-0.86,0.45,0.9,0.0,1.0
GJ 163 c,2.0,2.0,3.0,2.0,3.0,7.26,7.26,1.83,1.19,2.17,1.99,0.5515569,0.6630019,0.804139,219.6,229.5,241.3,262.8,272.7,284.5,8.6,-18.05,3.48,25.64,0.1254,0.09,0.12,89.8971428571429,235.4,0.4,0.23,3840.0,0.01038,-0.238157894736842,3.0,11.8,15.0,4.1544,-53.3736,-26.3,0.9881,3.0,1.0,0.083,0.212,-0.34,-0.14,0.81,0.53,0.73,0.0,1.0
GJ 163 c,2.0,2.0,3.0,2.0,3.0,7.26,7.26,1.83,1.19,2.17,1.99,0.5515569,0.6630019,0.804139,219.6,229.5,241.3,262.8,263.0,284.5,8.6,-18.05,3.48,25.64,0.1254,0.09,0.12,89.8971428571429,235.4,0.4,0.23,3840.0,0.01038,-0.238157894736842,3.0,11.8,15.0,4.1544,-53.3736,-26.3,0.9881,3.0,1.0,0.083,0.212,-0.34,-0.14,0.81,0.53,0.73,0.0,1.0
